id,title,abstract,publication_date,cpc_codes
US-9492237-B2,Method and apparatus for controlling a haptic device,"A method for calibrating a surgical device is provided. The method includes acquiring first data including a position and/or an orientation of a first object disposed on the surgical device at a first location; acquiring second data including a position and/or an orientation of a second object disposed on the surgical device at a second location; determining third data including a position and/or an orientation of the first object relative to the second location; and determining a position and/or an orientation of the second object relative to the second location based at least in part on the first data, the second data, and the third data.",20161115,A61B2034/2055; A61B2034/2068; A61B2034/102; A61B2034/107; A61B2090/3983; A61B34/71; A61B2034/305; A61B34/71; A61B2017/00119; A61B2034/108; A61B17/1764; A61B2090/363; A61B2090/3983; A61B34/10; A61B2017/00712; A61B2034/2068; A61B34/20; A61B90/03; A61B34/30; A61B34/76; A61B2034/2055; A61B2034/2059; A61B2090/364; A61B90/03; A61B34/20; A61B34/25; A61B34/76; A61B2017/00694; A61B2034/2072; A61B2034/108; A61B2017/00725; A61B2034/2059; A61B2034/2065; A61B2017/00712; A61B17/1764; A61B2034/107; A61B34/25; A61B2034/207; A61B2017/00694; A61B2034/207; A61B2034/305; A61B34/30; A61B2017/00725; A61B2090/363; A61B2034/2065; A61B2090/364; A61B2034/102; A61B2017/00119; A61B2034/207; A61B2017/00712; A61B2090/3983; A61B2090/364; A61B34/20; A61B90/03; A61B2017/00694; A61B2034/2059; A61B2034/108; A61B2017/00119; A61B2034/305; A61B2034/102; A61B2034/2068; A61B2017/00725; A61B34/25; A61B34/30; A61B17/1764; A61B2034/2065; A61B2034/107; A61B2034/2055; A61B34/71; A61B2090/363; A61B19/5244; A61B34/76; G16H40/40
US-9241801-B1,Joint Arthroplasty,"A system and method for joint arthroplasty may utilize one or more scaffolds to help support an arthroplasty prosthesis for the joint. A natural or prosthetic articulating surface may first be removed from one of the bones of the joint. This may expose a resection surface. A target portion of the resection surface may be identified based on, for example, fit and function testing of the joint with a trial arthroplasty prosthesis in place on the resection surface. One or more scaffolds may be placed on the target portion, and bone cement may be positioned adjacent to the scaffold(s) to define a raised surface that provides better fit and/or function than that which would be obtained with placement on the recessed surface. The arthroplasty prosthesis may be secured to the raised surface through the use of the bone cement.",20160126,A61F2002/30331; A61F2002/30616; A61F2002/3093; A61F2/389; A61F2002/30779; A61F2002/30779; A61F2002/30387; A61F2002/30772; A61F2002/30599; A61F2002/30561; A61F2002/30922; A61F2002/3069; A61F2002/30784; A61F2002/30387; A61F2002/30841; A61F2002/30617; A61F2/30734; A61F2002/30617; A61F2002/30604; A61F2002/30604; A61F2002/4661; A61F2/30749; A61F2/4684; A61F2002/30784; A61F2002/3069; A61F2002/30736; A61F2002/30736; A61F2002/30777; A61F2002/30777; A61F2002/30922; A61F2002/3093; A61F2002/30599; A61F2002/30331; A61F2/4684; A61F2/30734; A61F2/389; A61F2002/30772; A61F2002/4661; A61F2002/30561; A61F2002/30841; A61F2002/30841; A61F2002/30617; A61F2002/30784; A61F2002/30772; A61F2002/30777; A61F2/30749; A61F2002/30599; A61F2002/30736; A61F2/389; A61F2002/30922; A61F2002/3069; A61F2002/30561; A61F2002/30616; A61F2002/30779; A61F2002/3093; A61F2/3859
US-2016232401-A1,Systems and methods for performing fingerprint based user authentication using imagery captured using mobile devices,"Technologies are presented herein in support of a system and method for performing fingerprint recognition. Embodiments of the present invention concern a system and method for capturing a user&#39;s biometric features and generating an identifier characterizing the user&#39;s biometric features using a mobile device such as a smartphone. The biometric identifier is generated using imagery captured of a plurality of fingers of a user for the purposes of authenticating/identifying the user according to the captured biometrics and determining the user&#39;s liveness. The present disclosure also describes additional techniques for preventing erroneous authentication caused by spoofing. In some examples, the anti-spoofing techniques may include capturing one or more images of a user&#39;s fingers and analyzing the captured images for indications of liveness.",20160811,G06V40/1371; G06V40/12; G06T7/11; G06T7/11; G06K9/00107; G06K9/00013; G06K9/66; G06K9/00073; G06K9/00087; G06T7/0081; G06V40/1359; G06V40/1371; G06V40/1376; G06V40/1353; G06V40/1365; G06V40/1347; G06V40/1347; G06V40/1388; G06V40/12; G06V40/1388; G06V40/1341; G06V40/1382; G06V40/1388; G06V40/12; G06V40/1359; G06V40/1394; G06V40/1347; G06V40/1365; G06V40/1376; G06V40/1353; G06V40/1365; G06T7/11; G06F21/32
US-4199864-A,Endosseous plastic implant method,"Nontoxic polymeric plastic medical implants for endosteal and periosteal applications such as filling bone defects, replacing entire bony parts, and tooth replacement either immediately after extraction or subsequent to healing, and a method of fabricating such implants to produce a porous surface having a predetermined pore size, pore depth, and degree of porosity. The method of fabrication of the porous portion of the implant involves adding sodium chloride crystals or other nontoxic leachable substance of controlled particle size corresponding to the desired pore size to a powdered polymer-liquid monomer mixture in relative amounts corresponding to the desired degree of porosity. After heat polymerization without an initiator, followed by abrasive removal of the resulting surface skin, the salt is leached from the plastic to provide said porosity. To obtain bone ingrowth in the case of intraosseous implantation, the pore size must be 200-400 microns, whereas pore size for soft tissue ingrowth should be 50-150 microns.",19800429,B29C67/202; B29C67/202; A61C8/0016; A61C8/0036; A61F2/30767; A61C8/0016; A61C8/0012; A61C8/0012; A61C8/0036; A61F2/30767
US-5219359-A,Suture apparatus,"An elongate length of suture is passed through holes in a first small plate (pledget) and holes in a second small plate (pledget), the suture being then tied to retain the two small plates relative to each other and to retain in use tissue between the two small plates (pledgets).",19930615,A61F2250/0098; A61B2017/0414; A61B2017/0406; A61B2017/0406; A61B17/0401; A61B17/122; A61B2017/00004; A61F2002/3008; A61F2250/0098; A61F2/0036; A61F2002/3008; A61B17/122; A61F2/0036; A61B2017/00004; A61B2017/00805; A61B2017/0414; A61B2017/00805; A61B90/39; A61B17/0401; A61B90/39
US-2009171196-A1,Method and apparatus for encoding interventional devices,"An imaging system comprises an image acquisition device configured to image certain internal anatomic structures of a patient, and an interventional device, at least a portion of which is configured to be inserted into the body of a patient. The interventional device includes one or more markers disposed on the insertable portion(s) of the interventional device. The material of which the marker is formed is suitable for detection by the image acquisition device, and is arranged in an identifying pattern. The image acquisition device is configured to detect the marker and to read the identifying pattern. In response to the detection and reading of the pattern, the image acquisition device is configured to identify and track the position of the interventional device.",20090702,A61B2090/3937; A61B90/96; A61B34/20; A61B2090/3983; A61B90/39
US-2012200595-A1,Apparatus and method for augmenting sight,"A method of augmenting sight in an individual. The method comprises obtaining an image of a scene using a camera carried by the individual; transmitting the obtained image to a processor carried by the individual; selecting an image modification to be applied to the image by the processor; operating upon the image to create a modified image using either analog or digital imaging techniques, and displaying the modified image on a display device worn by the individual. The invention also relates to an apparatus augmenting sight in an individual. The apparatus comprises a camera, carried by the individual, for obtaining an image of a scene viewed by the individual; a display carried by the individual; an image modification input device carried by the individual; and a processor, carried by the individual. The processor modifies the image and displays the modified image on the display carried by the individual.",20120809,G02B2027/0118; G02B2027/014; G09B21/008; G02B2027/0118; G02B2027/014; G02B27/017; G02B2027/0112; G02B2027/0138; G09B21/008; G02B2027/0138; G02B2027/0112; G02B27/017; G02C11/10; G02C2202/10; G06Q50/22; G16H30/40; G16H20/30; G06T19/006; G16H30/40; G16H20/30
US-2012053591-A1,Apparatuses for femoral and tibial resection,Systems for use in total knee arthroplasty include a cutting guide having only a single slot. The single slot is configured to be positioned adjacent an anterior side of the medial compartment of the knee joint with no portion positioned adjacent an anterior side of the lateral compartment of the knee joint. The single slot is adapted to guide an oscillating saw blade across the knee bone from the medial compartment to resect at least a portion of the lateral compartment. The system also includes a total knee arthroplasty implant adapted to be implanted on the resected surface.,20120301,A61B17/155; A61B17/155; A61B17/14; A61B17/157; A61B17/1615; A61B17/1675; A61B17/1764; A61B17/72; A61B17/846; A61B2017/1602; A61B17/157; A61B17/72; A61B17/14; A61B2017/1602; A61B17/1764; A61B17/1675; A61B17/846; A61B17/1615
US-2002183762-A1,Bone anchor inserters and methods,Bone anchor inserters are described. The inserters may be used in novel methods. Kits that include the novel inserters are also described.,20021205,B25B13/481; B25B17/00; A61B2017/044; A61B2017/0409; B25B21/002; A61B2017/044; A61B17/8891; A61B17/0401; B25B21/004; A61B2017/00734; B25B21/004; B25B21/002; A61B17/0401; B25B13/481; B25B17/00; A61B2017/0409; A61B17/8891; A61B2017/00734
WO-2017056476-A1,Système de surveillance d&#39;informations biométriques,"There is provided a biometric information monitoring system (100) for monitoring biometric information of a subject on a bed. The system includes: a plurality of load detectors (11, 12, 13, 14) which are placed in the bed (BD) or under feet of the bed and which detect a load of the subject; a center of gravity position calculating unit (31) which acquires a temporal variation of a center of gravity position of the subject based on the detected load of the subject; a body motion information determining unit (37) which acquires information on a body motion of the subject based on the acquired temporal variation of the center of gravity position of the subject; and a respiratory rate calculating unit (32) which calculates a respiratory rate of the subject based on the acquired temporal variation of the center of gravity position of the subject and the information on the body motion of the subject acquired by the body motion information determining unit (37).",20170406,A61B5/0255; A61B5/6891; A61B5/7207; A61B5/4809; A61B5/113; A61B5/1121; A61B5/1115; A61B5/1102; A61B5/0816; A61B5/1115; A61B5/1102; A61B5/1121; A61B2562/046; A61B2562/0252; A61B5/7282; A61B5/6892; A61B5/0205; A61B5/4818; A61B2562/046; A61B2562/0252; A61B5/7282; A61B5/7207; A61B5/6892; A61B5/4818; A61B5/4809; A61B5/0816; A61B5/024; A61B5/0205; A61B5/6891; A61B5/113; A61B5/0255
US-10520973-B2,Dynamically balanced multi-degrees-of-freedom hand controller,"A controller including a first control member, a second control member that extends from a portion of the first control member, and a third control member that moves in conjunction with, and in opposition to, a degree of freedom of the second control member. The third control member is configured to be operated by one or more of the non-index fingers of the user&#39;s hand. A controller processor is operable to produce a rotational movement output signal in response to movement of the first control member, and a translational movement output signal in response to movement of the second control member relative to the first control member. In exemplary embodiments, the first control member may be gripped and moved using a single hand, and the second control member may be moved using the thumb of the single hand. The third control member is configured to be operated by one or more of the non-index fingers of the user&#39;s hand, thus permitting intuitive, single-handed control of multiple degrees of freedom, to and including, all six degrees of rotational and translational freedom without any inadvertent cross-coupling inputs.",20191231,G05G1/06; G05G1/01; G05G1/015; G05G2009/04718; G05G9/04788; G05G1/02; G05G2009/04718; G05G9/04788; G05G1/06; G05G1/015; G05G1/01; G05G1/02; G05G9/047; G05G9/047; G05G9/047; G05G2009/04718; G05G9/04788
